name,description,source,duration,variation,Type,optionalResourceAndAmount,baseDiceAdjustment,dicePoolModifier,penetration,ranges,usesPerRound,optionalAreaOfEffects,damageTypes,governingSkillName
Dual-wielded Electricity Magic 9mm Semi-automatic Pistol,"Glock 17, ect...",Electricity Magic,1 Combat Round,Dual-wielded,Electricity Magic 9mm Semi-automatic Pistol,"Mana, 4",+0,+3d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift +2,None,Electric,Electricity Magic
One-handed Electricity Magic 9mm Burst-fire Pistol,"Beretta 93R, ect...",Electricity Magic,1 Combat Round,One-handed,Electricity Magic 9mm Burst-fire Pistol,"Mana, 4",+0,+3d6,5,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Swift +2,None,Electric,Electricity Magic
Two-handed Electricity Magic 9mm Burst-fire Pistol,"Beretta 93R, ect...",Electricity Magic,1 Combat Round,Two-handed,Electricity Magic 9mm Burst-fire Pistol,"Mana, 4",+0,+3d6,5,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Swift +2,None,Electric,Electricity Magic
Dual-wielded Electricity Magic 9mm Burst-fire Pistol,"Beretta 93R, ect...",Electricity Magic,1 Combat Round,Dual-wielded,Electricity Magic 9mm Burst-fire Pistol,"Mana, 4",+0,+4d6,5,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Swift +2,None,Electric,Electricity Magic
One-handed Electricity Magic 9mm Automatic Pistol,"Glock 18, ect...",Electricity Magic,1 Combat Round,One-handed,Electricity Magic 9mm Automatic Pistol,"Mana, 4",+0,+3d6,5,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Rapid,None,Electric,Electricity Magic
Two-handed Electricity Magic 9mm Automatic Pistol,"Glock 18, ect...",Electricity Magic,1 Combat Round,Two-handed,Electricity Magic 9mm Automatic Pistol,"Mana, 4",+0,+3d6,5,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Rapid,None,Electric,Electricity Magic
Dual-wielded Electricity Magic 9mm Automatic Pistol,"Glock 18, ect...",Electricity Magic,1 Combat Round,Dual-wielded,Electricity Magic 9mm Automatic Pistol,"Mana, 4",+0,+4d6,5,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Rapid,None,Electric,Electricity Magic
One-handed Electricity Magic 12 Gauge Pump-action Shotgun,"Remington 870, Mossberg 500, ect...",Electricity Magic,1 Combat Round,One-handed,Electricity Magic 12 Gauge Pump-action Shotgun,"Mana, 4",+0,+1d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift,None,Electric,Electricity Magic
Two-handed Electricity Magic 12 Gauge Pump-action Shotgun,"Remington 870, Mossberg 500, ect...",Electricity Magic,1 Combat Round,Two-handed,Electricity Magic 12 Gauge Pump-action Shotgun,"Mana, 4",+0,+3d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift,None,Electric,Electricity Magic
One-handed Electricity Magic 5.56 Semi-automatic Rifle,"AR-15, ect...",Electricity Magic,1 Combat Round,One-handed,Electricity Magic 5.56 Semi-automatic Rifle,"Mana, 5",+0,+1d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Swift +2,None,Electric,Electricity Magic
Two-handed Electricity Magic 5.56 Semi-automatic Rifle,"AR-15, ect...",Electricity Magic,1 Combat Round,Two-handed,Electricity Magic 5.56 Semi-automatic Rifle,"Mana, 5",+0,+3d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Swift +2,None,Electric,Electricity Magic
One-handed Electricity Magic 5.56 Burst Rifle,"M16A2, ect...",Electricity Magic,1 Combat Round,One-handed,Electricity Magic 5.56 Burst Rifle,"Mana, 5",+0,+2d6,6,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Swift +2,None,Electric,Electricity Magic
Two-handed Electricity Magic 5.56 Burst Rifle,"M16A2, ect...",Electricity Magic,1 Combat Round,Two-handed,Electricity Magic 5.56 Burst Rifle,"Mana, 5",+0,+4d6,6,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Swift +2,None,Electric,Electricity Magic
One-handed Electricity Magic 5.56 Automatic Rifle,"M4, ect...",Electricity Magic,1 Combat Round,One-handed,Electricity Magic 5.56 Automatic Rifle,"Mana, 5",+0,+2d6,6,"Distant (Normal), Distant (Disadvantage), Distant (Super Disadvantage)",Rapid,None,Electric,Electricity Magic
Two-handed Electricity Magic 5.56 Automatic Rifle,"M4, ect...",Electricity Magic,1 Combat Round,Two-handed,Electricity Magic 5.56 Automatic Rifle,"Mana, 5",+0,+4d6,6,"Distant (Normal), Distant (Disadvantage), Distant (Super Disadvantage)",Rapid,None,Electric,Electricity Magic
One-handed Electricity Magic .308 Bolt Action Rifle,"Remington M700, ect...",Electricity Magic,1 Combat Round,One-handed,Electricity Magic .308 Bolt Action Rifle,"Mana, 5",+0,+1d6,7,"Sniper (Normal), Sniper (Disadvantage), Sniper (Super Disadvantage)",Quick,None,Electric,Electricity Magic
Two-handed Electricity Magic .308 Bolt Action Rifle,"Remington M700, ect...",Electricity Magic,1 Combat Round,Two-handed,Electricity Magic .308 Bolt Action Rifle,"Mana, 5",+0,+4d6,7,"Sniper (Normal), Sniper (Disadvantage), Sniper (Super Disadvantage)",Quick,None,Electric,Electricity Magic
One-handed Electricity Magic 5.56 Machine Gun,"M249, ect...",Electricity Magic,1 Combat Round,One-handed,Electricity Magic 5.56 Machine Gun,"Mana, 6",+0,-2d,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Rapid,None,Electric,Electricity Magic
Two-handed Electricity Magic 5.56 Machine Gun,"M249, ect...",Electricity Magic,1 Combat Round,Two-handed,Electricity Magic 5.56 Machine Gun,"Mana, 6",+0,+4d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Rapid,None,Electric,Electricity Magic
One-handed Electricity Magic RPG Launcher,"RPG-7, ect...",Electricity Magic,1 Combat Round,One-handed,Electricity Magic RPG Launcher,"Mana, 6",+0,-2d,10,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Paced,30 ft Sphere,Electric,Electricity Magic
Two-handed Electricity Magic RPG Launcher,"RPG-7, ect...",Electricity Magic,1 Combat Round,Two-handed,Electricity Magic RPG Launcher,"Mana, 6",+0,+6d6,10,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Paced,30 ft Sphere,Electric,Electricity Magic
Dual-wielded Earth Magic Unarmed,Just your bare hands. Can be used in a Grapple.,Earth Magic,1 Combat Round,Dual-wielded,Earth Magic Unarmed,"Mana, 0",+0,-1d,0,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Brutal Close Melee,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Earth Magic,1 Combat Round,One-handed,Earth Magic Brutal Close Melee,"Mana, 1",+1,+0d6,0,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Dual-wielded Earth Magic Brutal Close Melee,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Earth Magic,1 Combat Round,Dual-wielded,Earth Magic Brutal Close Melee,"Mana, 1",+1,+1d6,0,Melee,Swift +1,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Balanced Close Melee,"Small warpick, daggers, shortswords, claws, ect... Can be used in a Grapple.",Earth Magic,1 Combat Round,One-handed,Earth Magic Balanced Close Melee,"Mana, 1",+0,+0d6,1,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Dual-wielded Earth Magic Balanced Close Melee,"Small warpick, daggers, shortswords, claws, ect... Can be used in a Grapple.",Earth Magic,1 Combat Round,Dual-wielded,Earth Magic Balanced Close Melee,"Mana, 1",+0,+1d6,1,Melee,Swift +1,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Penetrating Close Melee,"Small club, crowbars, gauntlets, ect... Can be used in a Grapple.",Earth Magic,1 Combat Round,One-handed,Earth Magic Penetrating Close Melee,"Mana, 1",-1,+0d6,2,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Dual-wielded Earth Magic Penetrating Close Melee,"Small club, crowbars, gauntlets, ect... Can be used in a Grapple.",Earth Magic,1 Combat Round,Dual-wielded,Earth Magic Penetrating Close Melee,"Mana, 1",-1,+1d6,2,Melee,Swift +1,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Brutal Medium Melee,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, ect...",Earth Magic,1 Combat Round,One-handed,Earth Magic Brutal Medium Melee,"Mana, 1",+1,+1d6,1,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Two-handed Earth Magic Brutal Medium Melee,"Bastard Sword, Medium swords with two-handed grips, ect...",Earth Magic,1 Combat Round,Two-handed,Earth Magic Brutal Medium Melee,"Mana, 1",+1,+2d6,1,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Dual-wielded Earth Magic Brutal Medium Melee,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, ect...",Earth Magic,1 Combat Round,Dual-wielded,Earth Magic Brutal Medium Melee,"Mana, 1",+1,+2d6,1,Melee,Swift +1,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Balanced Medium Melee,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, War pick, war hammer's spike, ect...",Earth Magic,1 Combat Round,One-handed,Earth Magic Balanced Medium Melee,"Mana, 1",+0,+1d6,2,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Two-handed Earth Magic Balanced Medium Melee,"Bastard Sword, Medium swords with two-handed grips, War pick, war hammer's spike, ect...",Earth Magic,1 Combat Round,Two-handed,Earth Magic Balanced Medium Melee,"Mana, 1",+0,+2d6,2,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Dual-wielded Earth Magic Balanced Medium Melee,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, War pick, war hammer's spike, ect...",Earth Magic,1 Combat Round,Dual-wielded,Earth Magic Balanced Medium Melee,"Mana, 1",+0,+2d6,2,Melee,Swift +1,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Penetrating Medium Melee,"War hammer, mace, large creature smash, ect...",Earth Magic,1 Combat Round,One-handed,Earth Magic Penetrating Medium Melee,"Mana, 1",-1,+1d6,3,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Two-handed Earth Magic Penetrating Medium Melee,"War hammer, mace, large creature smash, ect...",Earth Magic,1 Combat Round,Two-handed,Earth Magic Penetrating Medium Melee,"Mana, 1",-1,+2d6,3,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Dual-wielded Earth Magic Penetrating Medium Melee,"War hammer, mace, large creature smash, ect...",Earth Magic,1 Combat Round,Dual-wielded,Earth Magic Penetrating Medium Melee,"Mana, 1",-1,+2d6,3,Melee,Swift +1,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Medium Spear,"Javelin, short spear, large creature horns, ect...",Earth Magic,1 Combat Round,One-handed,Earth Magic Medium Spear,"Mana, 1",+2,+1d6,2,Melee,Quick,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Dual-wielded Earth Magic Medium Spear,"Javelin, short spear, large creature horns, ect...",Earth Magic,1 Combat Round,Dual-wielded,Earth Magic Medium Spear,"Mana, 1",+2,+2d6,2,Melee,Quick,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Whip,"Bullwhips, ect... Disadvantage while in confined spaces.",Earth Magic,1 Combat Round,One-handed,Earth Magic Whip,"Mana, 1",+0,+0d6,0,Reach,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Dual-wielded Earth Magic Whip,"Bullwhips, ect... Disadvantage while in confined spaces.",Earth Magic,1 Combat Round,Dual-wielded,Earth Magic Whip,"Mana, 1",+0,+1d6,0,Reach,Swift +1,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Brutal Large Melee,"Longsword, Ōdachi, ect...",Earth Magic,1 Combat Round,One-handed,Earth Magic Brutal Large Melee,"Mana, 1",+1,+0d6,1,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Two-handed Earth Magic Brutal Large Melee,"Longsword, Ōdachi, ect...",Earth Magic,1 Combat Round,Two-handed,Earth Magic Brutal Large Melee,"Mana, 1",+1,+2d6,2,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Balanced Large Melee,"Longsword, Ōdachi, Bec de corbin spike, ect...",Earth Magic,1 Combat Round,One-handed,Earth Magic Balanced Large Melee,"Mana, 1",+0,+0d6,2,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Two-handed Earth Magic Balanced Large Melee,"Longsword, Ōdachi, Bec de corbin spike, ect...",Earth Magic,1 Combat Round,Two-handed,Earth Magic Balanced Large Melee,"Mana, 1",+0,+2d6,3,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Penetrating Large Melee,"Two-handed Mace, maul, ect...",Earth Magic,1 Combat Round,One-handed,Earth Magic Penetrating Large Melee,"Mana, 1",-1,+0d6,3,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Two-handed Earth Magic Penetrating Large Melee,"Two-handed Mace, maul, ect...",Earth Magic,1 Combat Round,Two-handed,Earth Magic Penetrating Large Melee,"Mana, 1",-1,+2d6,4,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Large Spear,"Two-handed spear, ect...",Earth Magic,1 Combat Round,One-handed,Earth Magic Large Spear,"Mana, 1",+2,+0d6,2,Melee,Quick,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Two-handed Earth Magic Large Spear,"Two-handed spear, ect...",Earth Magic,1 Combat Round,Two-handed,Earth Magic Large Spear,"Mana, 1",+2,+2d6,3,Melee,Quick,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Brutal Reach Melee,"Greatsword, zweihänder, naginata, ect... Disadvantage while in confined spaces.",Earth Magic,1 Combat Round,One-handed,Earth Magic Brutal Reach Melee,"Mana, 2",+1,-1d,1,Reach,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Two-handed Earth Magic Brutal Reach Melee,"Greatsword, zweihänder, naginata, ect... Disadvantage while in confined spaces.",Earth Magic,1 Combat Round,Two-handed,Earth Magic Brutal Reach Melee,"Mana, 2",+1,+3d6,2,Reach,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Balanced Reach Melee,"Greatsword, zweihänder, naginata, halberd's spike, ect... Disadvantage while in confined spaces.",Earth Magic,1 Combat Round,One-handed,Earth Magic Balanced Reach Melee,"Mana, 2",+0,-1d,2,Reach,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Two-handed Earth Magic Balanced Reach Melee,"Greatsword, zweihänder, naginata, halberd's spike, ect... Disadvantage while in confined spaces.",Earth Magic,1 Combat Round,Two-handed,Earth Magic Balanced Reach Melee,"Mana, 2",+0,+3d6,3,Reach,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Penetrating Reach Melee,"Poleaxe hammer, ect... Disadvantage while in confined spaces.",Earth Magic,1 Combat Round,One-handed,Earth Magic Penetrating Reach Melee,"Mana, 2",-1,-1d,3,Reach,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Two-handed Earth Magic Penetrating Reach Melee,"Poleaxe hammer, ect... Disadvantage while in confined spaces.",Earth Magic,1 Combat Round,Two-handed,Earth Magic Penetrating Reach Melee,"Mana, 2",-1,+3d6,4,Reach,Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Reach Spear,"Pike, lance, ect... Disadvantage while in confined spaces.",Earth Magic,1 Combat Round,One-handed,Earth Magic Reach Spear,"Mana, 2",+2,-1d,2,Reach,Steady,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Two-handed Earth Magic Reach Spear,"Pike, lance, ect... Disadvantage while in confined spaces.",Earth Magic,1 Combat Round,Two-handed,Earth Magic Reach Spear,"Mana, 2",+2,+3d6,3,Reach,Steady,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Thrown Brutal Close Melee,"Ninja stars, ect...",Earth Magic,1 Combat Round,One-handed,Earth Magic Thrown Brutal Close Melee,"Mana, 0",+1,+0d6,0,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Dual-wielded Earth Magic Thrown Brutal Close Melee,"Ninja stars, ect...",Earth Magic,1 Combat Round,Dual-wielded,Earth Magic Thrown Brutal Close Melee,"Mana, 0",+1,+1d6,0,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Thrown Balanced Close Melee,"Throwing daggers, ect...",Earth Magic,1 Combat Round,One-handed,Earth Magic Thrown Balanced Close Melee,"Mana, 0",+0,+0d6,1,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Dual-wielded Earth Magic Thrown Balanced Close Melee,"Throwing daggers, ect...",Earth Magic,1 Combat Round,Dual-wielded,Earth Magic Thrown Balanced Close Melee,"Mana, 0",+0,+1d6,1,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Thrown Penetrating Close Melee,"Thrown small club, rocks, ect...",Earth Magic,1 Combat Round,One-handed,Earth Magic Thrown Penetrating Close Melee,"Mana, 0",-1,+0d6,2,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Swift,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
Dual-wielded Earth Magic Thrown Penetrating Close Melee,"Thrown small club, rocks, ect...",Earth Magic,1 Combat Round,Dual-wielded,Earth Magic Thrown Penetrating Close Melee,"Mana, 0",-1,+1d6,2,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Thrown Medium Spear,"Thrown Javelins, ect...",Earth Magic,1 Combat Round,One-handed,Earth Magic Thrown Medium Spear,"Mana, 0",+0,+1d6,2,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Thrown Large Spear,Thrown two-handed spears.,Earth Magic,1 Combat Round,One-handed,Earth Magic Thrown Large Spear,"Mana, 0",+0,+1d6,3,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
One-handed Earth Magic Sling with Standard Sling Bullet,A flexible strap used to hurl small objects.,Earth Magic,1 Combat Round,One-handed,Earth Magic Sling,"Mana, 0",+0,+0d6,0,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Earth Magic
